"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"05-Mar-2025","EQ","1,576.40","1,665.90","1,561.05","1,590.90","1,605.00","1,628.25","1,631.02","2,399.80","1,278.80","6,960","1,13,51,915.75","1,391"
"04-Mar-2025","EQ","1,520.90","1,600.00","1,504.05","1,529.45","1,589.00","1,590.90","1,570.91","2,399.80","1,278.80","10,233","1,60,75,090.70","1,350"
"03-Mar-2025","EQ","1,605.00","1,605.45","1,521.00","1,602.05","1,521.35","1,529.45","1,551.57","2,399.80","1,278.80","7,007","1,08,71,860.10","1,375"
"28-Feb-2025","EQ","1,580.70","1,623.85","1,551.15","1,595.20","1,582.60","1,602.05","1,585.14","2,399.80","1,278.80","20,426","3,23,78,166.85","3,495"
"27-Feb-2025","EQ","1,641.00","1,656.45","1,590.00","1,647.85","1,590.00","1,595.20","1,624.21","2,399.80","1,278.80","9,385","1,52,43,226.20","1,302"
"25-Feb-2025","EQ","1,700.00","1,722.00","1,639.00","1,699.90","1,650.00","1,647.85","1,663.74","2,399.80","1,278.80","12,734","2,11,86,012.75","1,193"
"24-Feb-2025","EQ","1,700.00","1,719.00","1,671.00","1,702.70","1,719.00","1,699.90","1,687.92","2,399.80","1,278.80","7,000","1,18,15,444.40","707"
"21-Feb-2025","EQ","1,700.00","1,737.85","1,700.00","1,700.25","1,700.00","1,702.70","1,710.01","2,399.80","1,278.80","5,099","87,19,357.35","1,168"
"20-Feb-2025","EQ","1,702.80","1,740.15","1,693.20","1,718.40","1,700.00","1,700.25","1,714.40","2,399.80","1,278.80","3,764","64,53,007.30","930"
"19-Feb-2025","EQ","1,721.70","1,768.95","1,708.25","1,721.70","1,710.05","1,718.40","1,738.44","2,399.80","1,278.80","4,360","75,79,587.25","1,093"
"18-Feb-2025","EQ","1,738.40","1,760.00","1,649.95","1,741.40","1,729.60","1,721.70","1,697.38","2,399.80","1,278.80","9,941","1,68,73,672.55","1,654"
"17-Feb-2025","EQ","1,832.30","1,841.60","1,725.00","1,860.20","1,725.00","1,741.40","1,769.42","2,399.80","1,278.80","10,665","1,88,70,829.70","2,569"
"14-Feb-2025","EQ","1,773.05","1,895.95","1,725.00","1,782.15","1,790.90","1,860.20","1,789.51","2,399.80","1,278.80","25,075","4,48,71,858.80","3,875"
"13-Feb-2025","EQ","1,785.80","1,814.95","1,742.85","1,758.75","1,779.00","1,782.15","1,782.84","2,399.80","1,278.80","16,331","2,91,15,570.90","2,430"
"12-Feb-2025","EQ","1,750.00","1,779.00","1,689.50","1,756.65","1,765.00","1,758.75","1,731.49","2,399.80","1,278.80","10,137","1,75,52,122.10","2,556"
"11-Feb-2025","EQ","1,834.00","1,836.05","1,743.00","1,829.35","1,765.00","1,756.65","1,778.09","2,399.80","1,278.80","10,157","1,80,60,098.55","1,485"
"10-Feb-2025","EQ","1,887.55","1,889.95","1,817.00","1,866.10","1,834.00","1,829.35","1,845.30","2,399.80","1,278.80","6,194","1,14,29,790.95","1,572"
