"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"09-Aug-2024","EQ","128.70","128.70","120.60","123.32","122.18","121.83","123.49","176.50","81.00","10,92,480","13,49,05,536.43","14,469"
"08-Aug-2024","EQ","124.40","125.51","123.00","123.85","123.91","123.32","124.03","176.50","81.00","3,66,374","4,54,40,721.54","5,930"
"07-Aug-2024","EQ","124.00","125.40","120.99","121.16","124.90","123.85","122.96","176.50","81.00","4,56,976","5,61,87,617.83","6,275"
"06-Aug-2024","EQ","123.15","126.90","120.50","122.70","121.87","121.16","124.25","176.50","81.00","5,35,070","6,64,81,420.83","8,195"
"05-Aug-2024","EQ","125.25","127.84","121.52","130.55","123.00","122.70","124.26","176.50","81.00","9,27,973","11,53,12,163.16","13,440"
"02-Aug-2024","EQ","130.00","133.05","128.60","133.08","131.00","130.55","131.07","176.50","81.00","5,95,956","7,81,10,622.06","7,819"
"01-Aug-2024","EQ","138.70","141.97","131.30","137.47","133.19","133.08","136.59","176.50","81.00","9,52,617","13,01,15,863.43","12,350"
"31-Jul-2024","EQ","136.35","138.80","135.88","135.78","137.00","137.47","137.31","176.50","81.00","5,80,681","7,97,31,322.74","7,262"
"30-Jul-2024","EQ","137.40","137.70","134.50","136.52","135.90","135.78","135.82","176.50","81.00","5,59,554","7,59,99,987.59","8,414"
"29-Jul-2024","EQ","140.25","142.95","135.95","137.11","136.40","136.52","138.38","176.50","81.00","8,00,747","11,08,03,416.09","10,346"
"26-Jul-2024","EQ","135.20","140.00","134.86","134.42","136.55","137.11","137.68","176.50","81.00","9,33,032","12,84,62,022.25","12,054"
"25-Jul-2024","EQ","137.00","139.40","133.55","137.10","134.84","134.42","137.06","176.50","81.00","9,76,976","13,39,06,112.50","14,421"
"24-Jul-2024","EQ","126.99","138.50","126.61","127.83","138.00","137.10","134.95","176.50","81.00","13,93,579","18,80,62,095.15","20,392"
"23-Jul-2024","EQ","129.50","130.90","120.14","128.66","128.35","127.83","126.63","176.50","81.00","7,86,038","9,95,35,236.97","14,838"
"22-Jul-2024","EQ","128.00","133.00","127.00","130.12","129.90","128.66","129.98","176.50","81.00","6,79,884","8,83,72,130.26","12,354"
"19-Jul-2024","EQ","136.45","136.98","128.80","136.98","129.51","130.12","133.09","176.50","81.00","9,73,000","12,94,95,967.64","15,312"
"18-Jul-2024","EQ","134.37","141.80","130.25","134.37","137.40","136.98","136.32","176.50","81.00","19,41,310","26,46,33,310.98","22,485"
"16-Jul-2024","EQ","140.20","140.90","134.00","139.08","134.50","134.37","136.47","176.50","81.00","12,90,338","17,60,92,901.76","16,122"
"15-Jul-2024","EQ","132.50","142.70","130.90","130.45","140.25","139.08","138.42","176.50","81.00","49,46,288","68,46,43,240.84","46,846"
